Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Høyeste middelvind (1 t)
Trondheim - Voll;SN68860;18.04.2021 19:00;0,3;14,6;13,1;1,6
Trondheim - Voll;SN68860;18.04.2021 20:00;0,3;13,1;11,5;1,7
Trondheim - Voll;SN68860;18.04.2021 21:00;0,9;12,1;10,9;2,4
Trondheim - Voll;SN68860;18.04.2021 22:00;0;10,9;6,8;1,4
Trondheim - Voll;SN68860;18.04.2021 23:00;0;7,3;6,3;1,5
Trondheim - Voll;SN68860;19.04.2021 00:00;1,2;8,2;5,8;1,9
Trondheim - Voll;SN68860;19.04.2021 01:00;0;8;7,3;2,2
Trondheim - Voll;SN68860;19.04.2021 02:00;0;7,7;6,1;2
Trondheim - Voll;SN68860;19.04.2021 03:00;0;6,1;3,7;1,3
Trondheim - Voll;SN68860;19.04.2021 04:00;0;4,5;2,7;0,9
Trondheim - Voll;SN68860;19.04.2021 05:00;0;3,4;1,8;0,5
Trondheim - Voll;SN68860;19.04.2021 06:00;0;3,8;1,7;0,9
Trondheim - Voll;SN68860;19.04.2021 07:00;8,3;5,1;3,6;1
Trondheim - Voll;SN68860;19.04.2021 08:00;0,3;6,4;5,1;1,1
Trondheim - Voll;SN68860;19.04.2021 09:00;0;9,2;6,4;0,9
Trondheim - Voll;SN68860;19.04.2021 10:00;0;9,5;8,4;2
Trondheim - Voll;SN68860;19.04.2021 11:00;0;11,1;8,7;1,7
Trondheim - Voll;SN68860;19.04.2021 12:00;0;12,1;11,1;2,3
Bergen - Florida;SN50540;22.03.2021 10:00;0,8;6,4;5,5;2,4
Bergen - Florida;SN50540;22.03.2021 11:00;0,2;7,2;6,4;2,8
Bergen - Florida;SN50540;22.03.2021 12:00;0,1;8;7,2;3,3
Bergen - Florida;SN50540;22.03.2021 13:00;0,4;7,8;7,5;4
Bergen - Florida;SN50540;22.03.2021 14:00;0,4;7,8;7,5;2,9
Bergen - Florida;SN50540;22.03.2021 15:00;0,4;7,9;7,7;3,6
Bergen - Florida;SN50540;22.03.2021 16:00;0,2;7,9;7,8;3
Bergen - Florida;SN50540;22.03.2021 17:00;0,1;7,9;7,3;2,6
Bergen - Florida;SN50540;22.03.2021 18:00;0,3;7,3;6,9;3,5
Bergen - Florida;SN50540;22.03.2021 19:00;0,2;6,9;6,7;3,9
Bergen - Florida;SN50540;22.03.2021 20:00;0,4;6,7;6,5;3,6
Bergen - Florida;SN50540;22.03.2021 21:00;0,7;6,6;6,4;3,9
Bergen - Florida;SN50540;22.03.2021 22:00;0,7;6,5;6,4;3,6
Bergen - Florida;SN50540;22.03.2021 23:00;1,5;6,4;6,4;4,3
Bergen - Florida;SN50540;23.03.2021 00:00;0,4;6,5;6,4;4,2
Bergen - Florida;SN50540;23.03.2021 01:00;0,8;6,6;6,5;4,4
Bergen - Florida;SN50540;23.03.2021 02:00;0,8;6,6;6,5;4,6
Bergen - Florida;SN50540;23.03.2021 03:00;0,8;6,4;6,4;4,4
Bergen - Florida;SN50540;23.03.2021 04:00;0,2;6,4;6,3;3,1
Bergen - Florida;SN50540;23.03.2021 05:00;0,2;6,4;6,3;3,2
Bergen - Florida;SN50540;23.03.2021 06:00;0,2;6,4;6,3;3,4
Bergen - Florida;SN50540;23.03.2021 07:00;0,5;6,4;6,3;4,1
Bergen - Florida;SN50540;23.03.2021 08:00;0,4;6,6;6,4;4,2
Bergen - Florida;SN50540;23.03.2021 09:00;0,3;7;6,6;4,7
Bergen - Florida;SN50540;23.03.2021 10:00;0,1;7,4;7;5
Bergen - Florida;SN50540;23.03.2021 11:00;0,2;8;7,4;4,5
Bergen - Florida;SN50540;23.03.2021 12:00;0;8,7;8;5,9
Bergen - Florida;SN50540;23.03.2021 13:00;0;8,9;8,6;5,7
Bergen - Florida;SN50540;23.03.2021 14:00;0;9,1;8,7;5,3
Bergen - Florida;SN50540;23.03.2021 15:00;0;9,6;9,1;6,4
Bergen - Florida;SN50540;23.03.2021 16:00;0;9,5;9,2;6,1
Bergen - Florida;SN50540;23.03.2021 17:00;0;9,2;8,9;7,1
Bergen - Florida;SN50540;23.03.2021 18:00;0;8,9;8,4;8,7
Bergen - Florida;SN50540;23.03.2021 19:00;0;8,4;7,5;11,2
Bergen - Florida;SN50540;23.03.2021 20:00;0;7,5;7,1;10,4
Bergen - Florida;SN50540;23.03.2021 21:00;0;7,1;6,5;10,6
Bergen - Florida;SN50540;23.03.2021 22:00;0;6,6;6,3;10,4
Bergen - Florida;SN50540;23.03.2021 23:00;0;6,6;6,4;8,1
Bergen - Florida;SN50540;24.03.2021 00:00;0;6,5;6,4;7,8
Bergen - Florida;SN50540;24.03.2021 01:00;0;6,4;6,1;7,8
Bergen - Florida;SN50540;24.03.2021 02:00;0,7;6,2;6;7,1
Bergen - Florida;SN50540;24.03.2021 03:00;2,2;6;5,8;6,4
Bergen - Florida;SN50540;24.03.2021 04:00;0,8;6,7;6;8,5
Bergen - Florida;SN50540;24.03.2021 05:00;0;7;6,7;7,5
Bergen - Florida;SN50540;24.03.2021 06:00;0;7;6,8;3,9
Bergen - Florida;SN50540;24.03.2021 07:00;0;6,9;6,8;5,8
Bergen - Florida;SN50540;24.03.2021 08:00;0;7;6,8;5,1
Bergen - Florida;SN50540;24.03.2021 09:00;0;7,2;6,9;4,2
Bergen - Florida;SN50540;24.03.2021 10:00;0;8;7,2;3,7
Bergen - Florida;SN50540;24.03.2021 11:00;0;9,2;8;4,1
Bergen - Florida;SN50540;24.03.2021 12:00;0;9,2;8,4;5,5
Bergen - Florida;SN50540;24.03.2021 13:00;0;10;8,2;3,7
Bergen - Florida;SN50540;24.03.2021 14:00;0,7;9,2;7,3;5,9
Bergen - Florida;SN50540;24.03.2021 15:00;1,3;8,6;7,1;6,4
Bergen - Florida;SN50540;24.03.2021 16:00;0;7,9;7,6;6,2
Bergen - Florida;SN50540;24.03.2021 17:00;0;7,7;7,5;6,2
Bergen - Florida;SN50540;24.03.2021 18:00;0;7,5;7,1;5,3
Bergen - Florida;SN50540;24.03.2021 19:00;1,1;7,1;4,5;6,8
Bergen - Florida;SN50540;24.03.2021 20:00;1,1;4,6;4;5,3
Bergen - Florida;SN50540;24.03.2021 21:00;0;5,1;4,5;3,6
Bergen - Florida;SN50540;24.03.2021 22:00;0;6;5,2;4,8
Bergen - Florida;SN50540;24.03.2021 23:00;0;6,1;5,9;5,9
Bergen - Florida;SN50540;25.03.2021 00:00;0;5,9;5,8;5
Bergen - Florida;SN50540;25.03.2021 01:00;0;5,9;5,8;5,5
Bergen - Florida;SN50540;25.03.2021 02:00;0;5,8;5,7;6,2
Bergen - Florida;SN50540;25.03.2021 03:00;3,5;5,7;5;6,9
Bergen - Florida;SN50540;25.03.2021 04:00;1,3;5,6;5;7
Bergen - Florida;SN50540;25.03.2021 05:00;1,3;6,4;5,6;7
Bergen - Florida;SN50540;25.03.2021 06:00;0;6,4;5,7;7,1
Bergen - Florida;SN50540;25.03.2021 07:00;0,6;6,2;5,4;7,1
Bergen - Florida;SN50540;25.03.2021 08:00;1;6,2;5,4;6,7
Bergen - Florida;SN50540;25.03.2021 09:00;1,7;6,2;5,2;7,8
Bergen - Florida;SN50540;25.03.2021 10:00;0;6,2;5,2;5,3
Bergen - Florida;SN50540;25.03.2021 11:00;0,3;6,8;6,2;4
Bergen - Florida;SN50540;25.03.2021 12:00;2,8;6,7;5,2;4,1
Bergen - Florida;SN50540;25.03.2021 13:00;0,7;6,8;5,9;3
Bergen - Florida;SN50540;25.03.2021 14:00;1;7;5,9;3,1
Bergen - Florida;SN50540;25.03.2021 15:00;0;7,8;7;5,5
Bergen - Florida;SN50540;25.03.2021 16:00;0;8;7,7;7,8
Bergen - Florida;SN50540;25.03.2021 17:00;0;7,8;7,6;7,2
Bergen - Florida;SN50540;25.03.2021 18:00;0;7,7;7,6;7,1
Bergen - Florida;SN50540;25.03.2021 19:00;0;7,6;7;8,2
Bergen - Florida;SN50540;25.03.2021 20:00;0;7;6,9;7,4
Bergen - Florida;SN50540;25.03.2021 21:00;0;7;6,9;6,6
Bergen - Florida;SN50540;25.03.2021 22:00;0;7;6,6;5,6
Bergen - Florida;SN50540;25.03.2021 23:00;0;6,8;6,4;5,2
Bergen - Florida;SN50540;26.03.2021 00:00;0;6,8;6,3;6,5
Bergen - Florida;SN50540;26.03.2021 01:00;0;6,9;6,2;7,5
Bergen - Florida;SN50540;26.03.2021 02:00;0;7,1;6,9;8,8
Bergen - Florida;SN50540;26.03.2021 03:00;0;7,4;7;8,9
Bergen - Florida;SN50540;26.03.2021 04:00;0,1;7;6,4;6,9
Bergen - Florida;SN50540;26.03.2021 05:00;0,1;6,7;6,4;6,2
Bergen - Florida;SN50540;26.03.2021 06:00;0;6,9;6,5;7,8
Bergen - Florida;SN50540;26.03.2021 07:00;0,6;6,9;6,6;6,2
Bergen - Florida;SN50540;26.03.2021 08:00;0,9;7;6,8;7
Bergen - Florida;SN50540;26.03.2021 09:00;0,1;7,7;6,9;6
Bergen - Florida;SN50540;26.03.2021 10:00;0;8,9;7,7;7,9
Bergen - Florida;SN50540;26.03.2021 11:00;1,8;9;7,6;8,6
Bergen - Florida;SN50540;26.03.2021 12:00;1,8;7,9;7,5;6,8
Bergen - Florida;SN50540;26.03.2021 13:00;0,6;8,8;7,8;7
Bergen - Florida;SN50540;26.03.2021 14:00;0,1;9;8,6;8,1
Bergen - Florida;SN50540;26.03.2021 15:00;0;9,4;8,9;8
Bergen - Florida;SN50540;26.03.2021 16:00;0,1;9,6;8,9;9,7
Bergen - Florida;SN50540;26.03.2021 17:00;0,2;8,8;8,3;10,7
Bergen - Florida;SN50540;26.03.2021 18:00;0,1;8,3;7,8;11
Bergen - Florida;SN50540;26.03.2021 19:00;1,8;7,8;7,5;10,1
Bergen - Florida;SN50540;26.03.2021 20:00;4;7,7;7,2;10
Bergen - Florida;SN50540;26.03.2021 21:00;2,3;7,2;5,8;10,1
Bergen - Florida;SN50540;26.03.2021 22:00;1,2;5,8;5,7;6,1
Bergen - Florida;SN50540;26.03.2021 23:00;2,3;6,1;4,7;6,1
Bergen - Florida;SN50540;27.03.2021 00:00;0;5,1;4,5;6,2
Bergen - Florida;SN50540;27.03.2021 01:00;0,1;5,3;5,1;3,6
Bergen - Florida;SN50540;27.03.2021 02:00;0;5,3;5,2;3,2
Bergen - Florida;SN50540;27.03.2021 03:00;0,8;5,5;5,1;4,6
Bergen - Florida;SN50540;27.03.2021 04:00;0;5,6;5,5;3,8
Bergen - Florida;SN50540;27.03.2021 05:00;0,3;5,5;5,2;5
Bergen - Florida;SN50540;27.03.2021 06:00;0;5,3;4,8;3
Bergen - Florida;SN50540;27.03.2021 07:00;0;5,3;4,9;4,2
Bergen - Florida;SN50540;27.03.2021 08:00;0;5,2;4;4,4
Bergen - Florida;SN50540;27.03.2021 09:00;0;4,7;3,7;3,5
Bergen - Florida;SN50540;27.03.2021 10:00;0;6,4;4,7;4
Bergen - Florida;SN50540;27.03.2021 11:00;0;8,4;6;5,4
Bergen - Florida;SN50540;27.03.2021 12:00;0;8,3;7,1;7,8
Bergen - Florida;SN50540;27.03.2021 13:00;0;8,1;7,5;6,4
Bergen - Florida;SN50540;27.03.2021 14:00;0;8,5;7,4;6,1
Bergen - Florida;SN50540;27.03.2021 15:00;0;7,9;6,9;6,1
Bergen - Florida;SN50540;27.03.2021 16:00;0,4;6,6;5,3;6
Bergen - Florida;SN50540;27.03.2021 17:00;0;6,9;5,7;5,3
Bergen - Florida;SN50540;27.03.2021 18:00;0;6,5;5,7;4,6
Bergen - Florida;SN50540;27.03.2021 19:00;0;6,5;6,2;4,9
Bergen - Florida;SN50540;27.03.2021 20:00;0;6,1;5,8;5,1
Bergen - Florida;SN50540;27.03.2021 21:00;0;5,8;4,9;3,4
Bergen - Florida;SN50540;27.03.2021 22:00;0;4,9;4,2;3,3
Bergen - Florida;SN50540;27.03.2021 23:00;0;4,5;4;3,7
Bergen - Florida;SN50540;28.03.2021 00:00;0;4,6;4,3;4,2
Bergen - Florida;SN50540;28.03.2021 01:00;0;4,5;4,2;3,9
Bergen - Florida;SN50540;28.03.2021 02:00;0;4,3;4,1;4,3
Bergen - Florida;SN50540;28.03.2021 03:00;0;5,2;4,2;5,1
Bergen - Florida;SN50540;28.03.2021 04:00;0;5,4;5,2;5,3
Bergen - Florida;SN50540;28.03.2021 05:00;0;5,4;5,3;6,1
Bergen - Florida;SN50540;28.03.2021 06:00;0;5,6;5,2;7,4
Bergen - Florida;SN50540;28.03.2021 07:00;0;5,9;5,6;8,9
Bergen - Florida;SN50540;28.03.2021 08:00;0;6,6;5,8;10,1
Bergen - Florida;SN50540;28.03.2021 09:00;0;7,2;6,6;11,2
Bergen - Florida;SN50540;28.03.2021 10:00;0;6,6;6,4;9,6
Bergen - Florida;SN50540;28.03.2021 11:00;0,4;6,5;5,8;9,2
Bergen - Florida;SN50540;28.03.2021 12:00;0,8;5,8;5,6;9,1
Bergen - Florida;SN50540;28.03.2021 13:00;0,8;5,8;5,5;9,3
Bergen - Florida;SN50540;28.03.2021 14:00;1,5;6,1;5,8;6,4
Bergen - Florida;SN50540;28.03.2021 15:00;0,4;6,7;6,1;5,9
Bergen - Florida;SN50540;28.03.2021 16:00;0,1;7,5;6,7;5,4
Bergen - Florida;SN50540;28.03.2021 17:00;0;8,1;7,6;5,2
Bergen - Florida;SN50540;28.03.2021 18:00;0;8,1;7,8;4,2
Bergen - Florida;SN50540;28.03.2021 19:00;0;7,8;7,2;4,1
Bergen - Florida;SN50540;28.03.2021 20:00;0;7,2;6,5;4,5
Bergen - Florida;SN50540;28.03.2021 21:00;0;6,4;6;4,4
Bergen - Florida;SN50540;28.03.2021 22:00;0;6,1;5,8;3,1
Bergen - Florida;SN50540;28.03.2021 23:00;0;6,1;6;4,3
Bergen - Florida;SN50540;29.03.2021 00:00;0;6,5;6;6,7
Bergen - Florida;SN50540;29.03.2021 01:00;0;6,8;6,6;8,4
Bergen - Florida;SN50540;29.03.2021 02:00;0;6,7;6,5;8,5
Bergen - Florida;SN50540;29.03.2021 03:00;0,8;6,6;6,1;9,4
Bergen - Florida;SN50540;29.03.2021 04:00;2,5;7,4;6,5;8,3
Bergen - Florida;SN50540;29.03.2021 05:00;2,7;8,1;7,4;6,7
Bergen - Florida;SN50540;29.03.2021 06:00;2,4;8,4;8,1;6,7
Bergen - Florida;SN50540;29.03.2021 07:00;1,7;8,4;8,4;6,7
Bergen - Florida;SN50540;29.03.2021 08:00;0,2;8,6;8,4;6,6
Bergen - Florida;SN50540;29.03.2021 09:00;0,6;8,8;8,6;6,6
Bergen - Florida;SN50540;29.03.2021 10:00;0,6;9;8,8;8
Bergen - Florida;SN50540;29.03.2021 11:00;0,7;9,2;9;6,7
Bergen - Florida;SN50540;29.03.2021 12:00;0,1;9,6;9,2;4,9
Bergen - Florida;SN50540;29.03.2021 13:00;0;10,5;9,5;5
Bergen - Florida;SN50540;29.03.2021 14:00;0;10,8;10,2;5
Bergen - Florida;SN50540;29.03.2021 15:00;0;11,5;10,5;5
Bergen - Florida;SN50540;29.03.2021 16:00;0;10,5;9,7;5,9
Bergen - Florida;SN50540;29.03.2021 17:00;0;9,7;9,1;4,1
Bergen - Florida;SN50540;29.03.2021 18:00;0;9,1;8,7;6,2
Bergen - Florida;SN50540;29.03.2021 19:00;0;8,7;8,5;7,8
Bergen - Florida;SN50540;29.03.2021 20:00;0;8,5;8,3;7,7
Bergen - Florida;SN50540;29.03.2021 21:00;0;8,3;8,1;6,9
Bergen - Florida;SN50540;29.03.2021 22:00;0,1;8,2;7,6;7,6
Bergen - Florida;SN50540;29.03.2021 23:00;0,3;7,5;7;8,8
Bergen - Florida;SN50540;30.03.2021 00:00;0,2;6,9;6,4;4,9
Bergen - Florida;SN50540;30.03.2021 01:00;0,4;6,4;6,2;3
Bergen - Florida;SN50540;30.03.2021 02:00;0,8;6,3;6,1;0,8
Bergen - Florida;SN50540;30.03.2021 03:00;1,6;6,4;6;3,1
Bergen - Florida;SN50540;30.03.2021 04:00;1,2;8;6,4;5,8
Bergen - Florida;SN50540;30.03.2021 05:00;0,6;8,8;8;4,8
Bergen - Florida;SN50540;30.03.2021 06:00;0,4;8,8;8,6;5,4
Bergen - Florida;SN50540;30.03.2021 07:00;0,6;8,6;8,5;5,4
Bergen - Florida;SN50540;30.03.2021 08:00;1,1;8,5;8,4;5
Bergen - Florida;SN50540;30.03.2021 09:00;1,3;8,4;8,3;5,6
Bergen - Florida;SN50540;30.03.2021 10:00;1,1;8,6;8,3;6,3
Bergen - Florida;SN50540;30.03.2021 11:00;2,1;8,7;8,6;5,6
Bergen - Florida;SN50540;30.03.2021 12:00;2,1;8,8;8,6;5,4
Bergen - Florida;SN50540;30.03.2021 13:00;1,7;8,7;8,6;5,2
Bergen - Florida;SN50540;30.03.2021 14:00;3,7;8,7;8,6;4,8
Bergen - Florida;SN50540;30.03.2021 15:00;4;8,6;8,4;6,2
Bergen - Florida;SN50540;30.03.2021 16:00;4,7;8,4;8,3;5,7
Bergen - Florida;SN50540;30.03.2021 17:00;4,9;8,4;8,3;4,7
Bergen - Florida;SN50540;30.03.2021 18:00;4,1;8,4;8,3;4,9
Bergen - Florida;SN50540;30.03.2021 19:00;4;8,4;8,2;5
Bergen - Florida;SN50540;30.03.2021 20:00;3;8,2;8;5,2
Bergen - Florida;SN50540;30.03.2021 21:00;2;8;8;4,1
Bergen - Florida;SN50540;30.03.2021 22:00;1,3;8;8;3,9
Bergen - Florida;SN50540;30.03.2021 23:00;0,7;8;7,8;3,8
Bergen - Florida;SN50540;31.03.2021 00:00;0,5;7,8;7,3;3,6
Bergen - Florida;SN50540;31.03.2021 01:00;0,5;7,3;6,3;4,8
Bergen - Florida;SN50540;31.03.2021 02:00;0,2;6,3;5,6;4,4
Bergen - Florida;SN50540;31.03.2021 03:00;0,7;5,6;5,2;4,7
Bergen - Florida;SN50540;31.03.2021 04:00;0,5;5,2;5,1;4,8
Bergen - Florida;SN50540;31.03.2021 05:00;0,1;5,1;4,8;5,2
Bergen - Florida;SN50540;31.03.2021 06:00;0;4,8;4,5;5
Bergen - Florida;SN50540;31.03.2021 07:00;0;4,6;4,5;4,8
Bergen - Florida;SN50540;31.03.2021 08:00;0;4,8;4,5;5,2
Bergen - Florida;SN50540;31.03.2021 09:00;0;5,6;4,7;4,7
Bergen - Florida;SN50540;31.03.2021 10:00;0;6,9;5,7;4,7
Bergen - Florida;SN50540;31.03.2021 11:00;0;8,4;6,3;4,1
Bergen - Florida;SN50540;31.03.2021 12:00;0;8,5;7,4;5,3
Bergen - Florida;SN50540;31.03.2021 13:00;0;8,8;7,3;5,1
Bergen - Florida;SN50540;31.03.2021 14:00;0;9,5;8,1;5,8
Bergen - Florida;SN50540;31.03.2021 15:00;0;9,4;8,3;5,4
Bergen - Florida;SN50540;31.03.2021 16:00;0;9,7;8,8;5,1
Bergen - Florida;SN50540;31.03.2021 17:00;0;9,6;8,7;5,2
Bergen - Florida;SN50540;31.03.2021 18:00;0;8,8;8,1;5,4
Bergen - Florida;SN50540;31.03.2021 19:00;0;8,3;6,3;6
Bergen - Florida;SN50540;31.03.2021 20:00;0;6,3;5,2;6,1
Bergen - Florida;SN50540;31.03.2021 21:00;0;5,2;4,7;3,4
Bergen - Florida;SN50540;31.03.2021 22:00;0;4,8;4,2;4,4
Bergen - Florida;SN50540;31.03.2021 23:00;0;4,3;3,3;3,8
Bergen - Florida;SN50540;01.04.2021 00:00;0;3,6;2,6;2,1
Bergen - Florida;SN50540;01.04.2021 01:00;0;3;2,1;2,5
Bergen - Florida;SN50540;01.04.2021 02:00;0;2,1;1,5;2,5
Bergen - Florida;SN50540;01.04.2021 03:00;0;1,7;1;2,6
Bergen - Florida;SN50540;01.04.2021 04:00;0;1,3;0,6;2,7
Bergen - Florida;SN50540;01.04.2021 05:00;0;0,8;0,5;2,2
Bergen - Florida;SN50540;01.04.2021 06:00;0;1,2;0,6;1,6
Bergen - Florida;SN50540;01.04.2021 07:00;0;2,5;1,2;4,5
Bergen - Florida;SN50540;01.04.2021 08:00;0;3,9;2,6;3,3
Bergen - Florida;SN50540;01.04.2021 09:00;0;5,6;4,1;3,3
Bergen - Florida;SN50540;01.04.2021 10:00;0;6,9;5,6;3,5
Bergen - Florida;SN50540;01.04.2021 11:00;0;8,3;7;4,1
Bergen - Florida;SN50540;01.04.2021 12:00;0;8,7;6,8;5,7
Bergen - Florida;SN50540;01.04.2021 13:00;0;9,4;7,5;5,9
Bergen - Florida;SN50540;01.04.2021 14:00;0;9,5;7,4;6,5
Bergen - Florida;SN50540;01.04.2021 15:00;0;9,8;8;6
Bergen - Florida;SN50540;01.04.2021 16:00;0;8,8;7,4;6,8
Bergen - Florida;SN50540;01.04.2021 17:00;0;7,4;6,4;6,4
Bergen - Florida;SN50540;01.04.2021 18:00;0;6,4;5,6;6
Bergen - Florida;SN50540;01.04.2021 19:00;0;5,6;5,3;4,2
Bergen - Florida;SN50540;01.04.2021 20:00;0;5,3;5,2;4,1
Bergen - Florida;SN50540;01.04.2021 21:00;0;5,2;4,8;3,2
Bergen - Florida;SN50540;01.04.2021 22:00;0;5;4,8;1,7
Bergen - Florida;SN50540;01.04.2021 23:00;0,3;4,8;4,4;2,3
Bergen - Florida;SN50540;02.04.2021 00:00;0,2;4,4;4,3;3,1
Bergen - Florida;SN50540;02.04.2021 01:00;0,1;4,4;4,3;3,1
Bergen - Florida;SN50540;02.04.2021 02:00;0,4;4,4;4,2;1,9
Bergen - Florida;SN50540;02.04.2021 03:00;0;4,4;4,2;1,2
Bergen - Florida;SN50540;02.04.2021 04:00;0,1;4,6;4,3;1,2
Bergen - Florida;SN50540;02.04.2021 05:00;0;5,2;4,6;4,3
Bergen - Florida;SN50540;02.04.2021 06:00;0,5;5,3;4,4;7,9
Bergen - Florida;SN50540;02.04.2021 07:00;0;4,7;4,5;6,3
Bergen - Florida;SN50540;02.04.2021 08:00;0;4,9;4,6;7,2
Bergen - Florida;SN50540;02.04.2021 09:00;0;5,5;4,8;8,5
Bergen - Florida;SN50540;02.04.2021 10:00;0;7,2;5,6;8,9
Bergen - Florida;SN50540;02.04.2021 11:00;0;8,3;6,7;7,4
Bergen - Florida;SN50540;02.04.2021 12:00;0;8,5;7,2;7,9
Bergen - Florida;SN50540;02.04.2021 13:00;0;9,4;8;8
Bergen - Florida;SN50540;02.04.2021 14:00;0;9,8;8,4;7,6
Bergen - Florida;SN50540;02.04.2021 15:00;0;9,1;7,6;10,2
Bergen - Florida;SN50540;02.04.2021 16:00;0;9,3;8,4;9,7
Bergen - Florida;SN50540;02.04.2021 17:00;0;8,8;7,9;8,9
Bergen - Florida;SN50540;02.04.2021 18:00;0;7,9;6,9;9,7
Bergen - Florida;SN50540;02.04.2021 19:00;0;6,8;5,6;8,8
Bergen - Florida;SN50540;02.04.2021 20:00;0;5,6;4,8;8,2
Bergen - Florida;SN50540;02.04.2021 21:00;0;4,8;4,1;7
Bergen - Florida;SN50540;02.04.2021 22:00;0;4,2;3,6;5,7
Bergen - Florida;SN50540;02.04.2021 23:00;0;3,7;3;4,2
Bergen - Florida;SN50540;03.04.2021 00:00;0;3,5;3;4,2
Bergen - Florida;SN50540;03.04.2021 01:00;0;3,6;2,6;4
Bergen - Florida;SN50540;03.04.2021 02:00;0;2,9;2,4;4,8
Bergen - Florida;SN50540;03.04.2021 03:00;0;2,7;2,3;5,1
Bergen - Florida;SN50540;03.04.2021 04:00;0;2,8;2;5,2
Bergen - Florida;SN50540;03.04.2021 05:00;0;2,2;1,7;4,2
Bergen - Florida;SN50540;03.04.2021 06:00;0;3,1;2,3;3,7
Bergen - Florida;SN50540;03.04.2021 07:00;0;3,8;3,1;3,9
Bergen - Florida;SN50540;03.04.2021 08:00;0;5,1;3,5;3,2
Bergen - Florida;SN50540;03.04.2021 09:00;0;6,5;5,1;3,5
Bergen - Florida;SN50540;03.04.2021 10:00;0;6,6;5,5;4,1
Bergen - Florida;SN50540;03.04.2021 11:00;0;7,8;6,7;3,7
Bergen - Florida;SN50540;03.04.2021 12:00;0;8,4;7,3;4,9
Bergen - Florida;SN50540;03.04.2021 13:00;0;8,5;7,7;4,4
Bergen - Florida;SN50540;03.04.2021 14:00;0;8,9;7,7;4,2
Bergen - Florida;SN50540;03.04.2021 15:00;0;7,8;7,1;4,3
Bergen - Florida;SN50540;03.04.2021 16:00;0;7,3;7,1;2,7
Bergen - Florida;SN50540;03.04.2021 17:00;0;7,2;6,9;1,6
Bergen - Florida;SN50540;03.04.2021 18:00;0;7;6,8;2
Bergen - Florida;SN50540;03.04.2021 19:00;0;6,8;6,4;3,1
Bergen - Florida;SN50540;03.04.2021 20:00;0;6,4;6,1;4,2
Bergen - Florida;SN50540;03.04.2021 21:00;0;6,1;5,8;4
Bergen - Florida;SN50540;03.04.2021 22:00;0;5,8;5,2;4,4
Bergen - Florida;SN50540;03.04.2021 23:00;0,1;5,3;5,2;3,7
Bergen - Florida;SN50540;04.04.2021 00:00;0;5,5;5,2;4,1
Bergen - Florida;SN50540;04.04.2021 01:00;0;5,5;5,3;4,4
Bergen - Florida;SN50540;04.04.2021 02:00;0;5,3;5,2;4,9
Bergen - Florida;SN50540;04.04.2021 03:00;0,3;5,2;5,1;4,3
Bergen - Florida;SN50540;04.04.2021 04:00;0,1;5,5;5,2;3,4
Bergen - Florida;SN50540;04.04.2021 05:00;0;5,7;5,5;3,3
Bergen - Florida;SN50540;04.04.2021 06:00;0,1;5,9;5,7;3
Bergen - Florida;SN50540;04.04.2021 07:00;0,1;5,8;5,6;4,4
Bergen - Florida;SN50540;04.04.2021 08:00;0,3;5,8;5,6;4,9
Bergen - Florida;SN50540;04.04.2021 09:00;0,5;6,1;5,8;6,4
Bergen - Florida;SN50540;04.04.2021 10:00;1,1;6,4;6,1;6,9
Bergen - Florida;SN50540;04.04.2021 11:00;1;6,9;6,4;5,3
Bergen - Florida;SN50540;04.04.2021 12:00;2,8;6,8;6,7;5,5
Bergen - Florida;SN50540;04.04.2021 13:00;2,7;6,8;6,7;7,3
Bergen - Florida;SN50540;04.04.2021 14:00;4,2;6,8;6,6;6,2
Bergen - Florida;SN50540;04.04.2021 15:00;2,9;7,1;6,8;8,5
Bergen - Florida;SN50540;04.04.2021 16:00;1,1;7,2;6,1;10
Bergen - Florida;SN50540;04.04.2021 17:00;0,9;6,4;5;8,3
Bergen - Florida;SN50540;04.04.2021 18:00;0,6;5,1;4;10,3
Bergen - Florida;SN50540;04.04.2021 19:00;0,4;4,2;1,2;13,3
Bergen - Florida;SN50540;04.04.2021 20:00;0,1;1,4;0,7;13,3
Bergen - Florida;SN50540;04.04.2021 21:00;0,1;1,3;0,8;13
Bergen - Florida;SN50540;04.04.2021 22:00;0,3;0,8;-0,5;10,6
Bergen - Florida;SN50540;04.04.2021 23:00;0,1;-0,5;-1,5;9,8
Bergen - Florida;SN50540;05.04.2021 00:00;1,2;-0,9;-2,7;12,1
Bergen - Florida;SN50540;05.04.2021 01:00;0,1;-2,1;-2,8;5,2
Bergen - Florida;SN50540;05.04.2021 02:00;0,5;-1,8;-2,4;7
Bergen - Florida;SN50540;05.04.2021 03:00;0,1;-1,5;-1,8;5,3
Bergen - Florida;SN50540;05.04.2021 04:00;1,5;-1,4;-1,7;5
Bergen - Florida;SN50540;05.04.2021 05:00;2,1;-0,4;-1,6;12,1
Bergen - Florida;SN50540;05.04.2021 06:00;0,2;-0,2;-1,3;13,6
Bergen - Florida;SN50540;05.04.2021 07:00;0;1,3;-0,2;9,4
Bergen - Florida;SN50540;05.04.2021 08:00;0;2,8;1,3;10,3
Bergen - Florida;SN50540;05.04.2021 09:00;0,9;3;0,4;12,7
